"value","value_noun","value_verb","count"
"တွင်","နေ့","တင်",2
"တွင်","နေ့","တင်သွင်း",2
"တွင်","နေ့","တွေ့",2
"တွင်","နေ့","တွေ့ဆုံ",2
"တွင်","နေ့","တိုး",2
"တွင်","နေ့","တိုက်",2
"တွင်","နေ့","ထုတ်လွှင့်",2
"တွင်","နေ့","ထောက်ပံ့",2
"တွင်","နေ့","နေထိုင်",2
"တွင်","နေ့","ပျက်စီး",2
"တွင်","နေ့","ပျောက်ဆုံး",2
"တွင်","နေ့","ပြင်းထန်",2
"တွင်","နေ့","ပြန်",2
"တွင်","နေ့","ပြေး",2
"တွင်","နေ့","ပါဝင်",2
"တွင်","နေ့","ပိတ်",2
"တွင်","နေ့","ဖမ်း",2
"တွင်","နေ့","ဖျက်ဆီး",2
"တွင်","နေ့","ဖွင့်လှစ်",2
"တွင်","နေ့","မေးမြန်း",2
"တွင်","နေ့","မဲ",2
"တွင်","နေ့","ရပ်ဆိုင်း",2
"တွင်","နေ့","ရရှိ",2
"တွင်","နေ့","ရေးထိုး",2
"တွင်","နေ့","လက်ထပ်",2
"တွင်","နေ့","လက်ပစ်ကူး",2
"တွင်","နေ့","လွတ်ငြိမ်း",2
"တွင်","နေ့","လွန်",2
"တွင်","နေ့","လွှတ်",2
"တွင်","နေ့","လာ",2
"တွင်","နေ့","လုံခြုံ",2
"တွင်","နေ့","လုပ်",2
"တွင်","နေ့","ဝန်ဆောင်",2
"တွင်","နေ့","သည်းထန်",2
"တွင်","နေ့","သယ်",2
"တွင်","နေ့","သွား",2
"တွင်","နေ့","သုံး",2
"တွင်","နေ့","အကြမ်းဖက်",2
"တွင်","နေ့","အခြေစိုက်",2
"တွင်","နေ့","အငြင်းပွား",2
"တွင်","နေ့","အစီရင်ခံ",2
"တွင်","နေ့","အသုံးပြု",2
"တွင်","နေ့","ဥပဒေသတ်မှတ်",2
"တွင်","နေ့","ဦးဆောင်",2
"တွင်","နေရာ","ကျန်",2
"တွင်","နေရာ","ကာကွယ်",2
"တွင်","နေရာ","ခွဲ",2
"တွင်","နေရာ","ဆွေးနွေး",2
"တွင်","နေရာ","ဆောင်ရွက်",2
"တွင်","နေရာ","တည်ရှိ",2
"တွင်","နေရာ","တိုက်",2
"တွင်","နေရာ","တိုက်ခိုက်",2
"တွင်","နေရာ","ထိခိုက်",2
"တွင်","နေရာ","နေ",2
"တွင်","နေရာ","နေထိုင်",2
"တွင်","နေရာ","ဖြစ်ပွား",2
"တွင်","နေရာ","ဖွင့်လှစ်",2
"တွင်","နေရာ","များ",2
"တွင်","နေရာ","မြင့်တက်",2
"တွင်","နေရာ","ရ",2
"တွင်","နေရာ","ရပ်တည်",2
"တွင်","နေရာ","ရရှိ",2
"တွင်","နေရာ","ရေကြီး",2
"တွင်","နေရာ","ရောက်",2
"တွင်","နေရာ","ဝန်းရံ",2
"တွင်","နေရာ","အစွန်းရောက်",2
"တွင်","နေရာ","ဦးဆောင်",2
"တွင်","နေအိမ်","နေထိုင်",2
"တွင်","နောက်",NA,2
"တွင်","နောက်ဆုံး","စတင်",2
"တွင်","နောက်ဆုံး","ပြသ",2
"တွင်","နောက်ဆုံး","ဖြစ်",2
"တွင်","နောက်ဆုံး","လုံခြုံ",2
"တွင်","နောက်တန်း","ကစား",2
"တွင်","နောက်ပိုင်း","ဆုံးဖြတ်",2
"တွင်","နောက်ပိုင်း","တရားဝင်",2
"တွင်","နောက်ပိုင်း","ပြော",2
"တွင်","နောက်ပိုင်း","ပြောကြား",2
"တွင်","နောက်ပိုင်း","ပြောင်းလဲ",2
"တွင်","နောက်ပိုင်း","ဖမ်းဆီး",2
"တွင်","နောက်ပိုင်း","ဖော်ပြ",2
"တွင်","နောက်ပိုင်း","မွေးဖွား",2
"တွင်","နောက်ပိုင်း","လွတ်မြောက်",2
"တွင်","နောက်ပိုင်း","သဘောတူ",2
"တွင်","နောက်ပိုင်း","အစီရင်ခံ",2
"တွင်","နောင်","ဖြစ်",2
"တွင်","ပစ်ကင်းစ်",NA,2
"တွင်","ပတ်လမ်း",NA,2
"တွင်","ပတ်ဝန်းကျင်","သေဆုံး",2
"တွင်","ပန်းခြံ","ရှိ",2
"တွင်","ပြစ်ဒဏ်","ရှိ",2
"တွင်","ပြည်ထောင်စု","ဆိုင်",2
"တွင်","ပြည်ထောင်စု",NA,2
"တွင်","ပြည်နယ်","စတင်",2
"တွင်","ပြည်နယ်","တိုက်ခိုက်",2
"တွင်","ပြည်နယ်","ပျက်",2
"တွင်","ပြည်နယ်","ရေကြီး",2
"တွင်","ပြည်နယ်","ရောင်းချ",2
"တွင်","ပြိုင်ပွဲ","ကစား",2
"တွင်","ပြိုင်ပွဲ","မတ်တပ်စီး",2
"တွင်","ပြိုင်ပွဲ","ရှုံးနိမ့်",2
"တွင်","ပြိုင်ပွဲ","အောင်",2
"တွင်","ပြိုင်ပွဲ","ဦးဆောင်",2
"တွင်","ပွဲ","ကျန်",2
"တွင်","ပွဲ","နိုင်",2
"တွင်","ပွဲ","ပေး",2
"တွင်","ပွဲ","ဖမ်းဆီး",2
"တွင်","ပွဲ","ဖြစ်",2
"တွင်","ပွဲ","ရှိ",2
"တွင်","ပွဲ","သဘောတူ",2
"တွင်","ပွဲစဉ်","ကစား",2
"တွင်","ပွဲစဉ်","ရ",2
"တွင်","ပွဲစဉ်","ရရှိ",2
"တွင်","ပွဲစဉ်","ဦးဆောင်",2
"တွင်","ပါတီ","ရှိ",2
"တွင်","ပီအမ်",NA,2
"တွင်","ဖြစ်ရပ်","ဖမ်းဆီး",2
"တွင်","ဖြစ်ရပ်","အကြမ်းဖက်",2
"တွင်","ဖြစ်ရပ်",NA,2
"တွင်","ဖိုင်နယ်",NA,2
"တွင်","ဗွီဒီယို","ကိုးကွယ်",2
"တွင်","ဗိုလ်လုပွဲ",NA,2
"တွင်","ဗုံး",NA,2
"တွင်","ဘက်","ရှိ",2
"တွင်","ဘဂ္ဂဒက်","ကျဆင်း",2
"တွင်","ဘင်္ဂလားဒေ့ရှ်",NA,2
"တွင်","မဂ္ဂဇင်း","တင်ပြ",2
"တွင်","မစ်ရှင်","ပါဝင်",2
"တွင်","မနက်",NA,2
"တွင်","မနက်ခင်း","ပြတ်တောက်",2
"တွင်","မနက်ပိုင်း",NA,2
"တွင်","မနက်ဖြန်",NA,2
"တွင်","မြို့","ကျော်",2
"တွင်","မြို့","စတင်",2
"တွင်","မြို့","ဆန္ဒပြ",2
"တွင်","မြို့","တည်ရှိ",2
"တွင်","မြို့တော်","ဆန္ဒပြ",2
"တွင်","မြို့တော်","ဖြစ်ပွား",2
"တွင်","မြို့လယ်ခေါင်","တည်ရှိ",2
"တွင်","မှတ်တမ်း","ပြောကြား",2
"တွင်","မှတ်တမ်း","ပါဝင်",2
"တွင်","မှတ်တမ်း","ဖော်ပြ",2
"တွင်","မှတ်တမ်း","ရှိ",2
"တွင်","မှတ်တမ်း","ရေးသား",2
"တွင်","မိနစ်","ကစား",2
"တွင်","မိနစ်","ကန်",2
"တွင်","မိနစ်","ကြိုးစား",2
"တွင်","မိနစ်","ပိတ်",2
"တွင်","မိနစ်","ရရှိ",2
"တွင်","မိနစ်",NA,2
"တွင်","မိန့်ခွန်း","ပြောကြား",2
"တွင်","မိုက်ခရိုကာနယ်","တပ်ဆင်",2
"တွင်","မိုင်","ရှိ",2
"တွင်","မီတာ","ရှိ",2
"တွင်","မီဒီယာ","လုပ်ဆောင်",2
"တွင်","မူဝါဒ","ပြောကြား",2
"တွင်","မေးမြန်းခန်း","ပြော",2
"တွင်","မော်စကို",NA,2
"တွင်","မော်တော်ယာဉ်","သေဆုံး",2
"တွင်","မဲဆန္ဒနယ်","ကျော်",2
"တွင်","ယခု","ပါ",2
"တွင်","ယခု","ပါဝင်",2
"တွင်","ယခု","ရှိ",2
"တွင်","ယနေ့","ကြေညာ",2
"တွင်","ယနေ့","ရောက်",2
"တွင်","ယူတီစီ","စတင်",2
"တွင်","ယူတီစီ","ဖြစ်ပွား",2
"တွင်","ယူတီစီ",NA,2
"တွင်","ရက်","ကွယ်လွန်",2
"တွင်","ရက်","စီရင်",2
"တွင်","ရက်","တိုက်ခိုက်",2
"တွင်","ရက်","တောင်းပန်",2
"တွင်","ရက်","ပြင်းထန်",2
"တွင်","ရက်","ပြီး",2
"တွင်","ရက်","ပြုလုပ်",2
"တွင်","ရက်","ပြော",2
"တွင်","ရက်","ပါဝင်",2
"တွင်","ရက်","ပိတ်",2
"တွင်","ရက်","ရ",2
"တွင်","ရွေးကောက်ပွဲ","ဆုံးဖြတ်",2
"တွင်","ရွေးကောက်ပွဲ","ပါဝင်",2
"တွင်","ရွေးကောက်ပွဲ","ဖတ်",2
"တွင်","ရွေးကောက်ပွဲ","ရ",2
"တွင်","ရွေးကောက်ပွဲ","ရွေးကောက်",2
"တွင်","ရွေးကောက်ပွဲ","ဝင်",2
"တွင်","ရာခိုင်နှုန်း","ရှိ",2
"တွင်","ရာသီ","ကစား",2
"တွင်","ရာသီ","စတင်",2
"တွင်","ရုံး","ကြာ",2
"တွင်","ရုံး","ထမ်းဆောင်",2
"တွင်","ရုံး",NA,2
"တွင်","လ","ကမ်းလှမ်း",2
"တွင်","လ","ကျဆင်း",2
"တွင်","လ","စဉ်းစား",2
"တွင်","လ","စေ့စပ်",2
"တွင်","လ","ဆန့်ကျင်",2
"တွင်","လ","ဆုံးဖြတ်",2
"တွင်","လ","ဆုံးရှုံး",2
"တွင်","လ","တင်",2
"တွင်","လ","တိုက်ခိုက်",2
"တွင်","လ","တိုးတက်",2
"တွင်","လ","ထွက်",2
"တွင်","လ","ထိန်းသိမ်း",2
"တွင်","လ","ထုတ်",2
"တွင်","လ","နှုတ်ထွက်",2
"တွင်","လ","ပျံသန်း",2
"တွင်","လ","ပြောင်းလဲ",2
"တွင်","လ","ပို",2
"တွင်","လ","ယူ",2
"တွင်","လ","ရ",2
"တွင်","လ","ရွေးကောက်",2
"တွင်","လ","ရုတ်သိမ်း",2
"တွင်","လ","လွတ်",2
"တွင်","လ","လွှတ်တင်",2
"တွင်","လ","လာ",2
"တွင်","လ","လုံခြုံ",2
"တွင်","လ","လုပ်ဆောင်",2
"တွင်","လ","သတိပေး",2
"တွင်","လ","သုံးစွဲ",2
"တွင်","လ","အကြမ်းဖက်",2
"တွင်","လက်ထက်","ဖြစ်",2
"တွင်","လက်အောက်","အာဏာအပ်",2
"တွင်","လန်ဒန်","ရှိ",2
"တွင်","လန်ဒန်",NA,2
"တွင်","လမ်းခရီး","ဖြစ်",2
"တွင်","လွှတ်တော်","ရရှိ",2
"တွင်","လုပ်ငန်း","ဖြစ်",2
"တွင်","လူ","ကူးစက်",2
"တွင်","လူ","ရှိ",2
"တွင်","လူဇင်ဘတ်",NA,2
"တွင်","လူသား","အသုံးပြု",2
"တွင်","လေဆိပ်","ရှိ",2
"တွင်","ဝက်ဆိုဒ်","ဖြစ်",2
"တွင်","ဝက်ဆိုဒ်","ဖော်ပြ",2
"တွင်","ဝက်ဘ်ဆိုက်","ပြော",2
"တွင်","ဝက်ဘ်ဆိုက်","ဖော်ပြ",2
"တွင်","ဝန်းကျင်","ခေါ်",2
